OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,if,central,0,0.000,2.400,30.000,200.000,0.000,1.000,0.9316
0,if,up_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.9661	
0,if,down_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.8976	
0,if,up,0,0.000,2.400,30.000,200.000,0.000,1.000,0.9661	
0,if,down,0,0.000,2.400,30.000,200.000,0.000,1.000,0.8976	
1,if,central,0,0.000,2.400,30.000,200.000,0.000,1.000,0.9008	
1,if,up_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.9454	
1,if,down_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.8562	
1,if,up,0,0.000,2.400,30.000,200.000,0.000,1.000,0.9454	
1,if,down,0,0.000,2.400,30.000,200.000,0.000,1.000,0.8562	
2,if,central,0,0.000,2.400,30.000,200.000,0.000,1.000,0.8749	
2,if,up_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.9205	
2,if,down_statistic,0,0.000,2.400,30.000,200.000,0.000,1.000,0.8303	
2,if,up,0,0.000,2.400,30.000,200.000,0.000,1.000,0.9205	
2,if,down,0,0.000,2.400,30.000,200.000,0.000,1.000,0.8303	
